SOL,MINIMUM,MAXIMUM,MEDIAN,MEAN,MODE,STD
1361,197.99,256.1,212.72,221.053650309702,198.87,18.9681629798499
645,192.49,263.51,214.48,221.333038070517,195.98,22.0859628373699
1591,200.58,270.61,234.77,234.844354101429,222.77,19.9014138378252
1121,188.1,248.2,198.74,208.079193471109,196.01,15.7805085344241
889,203.64,264.51,225.88,230.814294775349,207,17.2205703294084
644,193.06,263.22,214.05,223.2382382134,206.93,22.7044172224349

1360,198.03,255.09,223.625,227.384033095392,205.61,16.384209732158
1590,195.46,271.11,232.29,229.07718243279,205.74,21.6665431232037
888,202.5,267.31,221.24,228.355740123922,218.72,17.2526220686158
643,191.8,258.69,223.74,220.342618871946,203.7,17.6541236314964
1120,193.32,250.13,207.9,213.972641320802,204.02,16.135269571491
389,192.6,260.23,224.95,224.757309467157,198.16,19.5748881205732
1359,197.86,259.56,223.77,227.003100800346,204.11,17.7491721083285
1589,201.13,269.53,233.68,231.129985544027,201.9,23.7873816318696
642,190.73,251.48,214.83,215.841550198498,204.92,16.3899392293895
887,200.85,267.53,227.055,230.927907577164,216.32,17.706436393957
1119,192.6,248.4,209.98,214.434224681032,200.87,15.678248927199
1358,198.71,257.33,222.97,224.409497440335,199.83,19.9565721417225
388,193.63,260.72,213.4,216.601540130712,199.49,16.9956696805053
1588,200.98,273.19,227.45,228.956196528578,208.37,20.0332682150005
641,191.49,252.11,217.96,222.321337875838,202.59,17.2883623809953
886,199.51,265.5,226.5,227.316107145432,208.26,18.9736085582071
1357,198.84,254.61,234.45,227.641964514887,210.2,18.3474555540004
387,195.03,260.59,216.75,221.453254408218,214.13,16.1503174925277
640,191.89,259.95,212.96,220.294059227009,198.36,19.3590177322182
1118,194.45,248.2,208.19,213.032283911518,199.34,15.5511243454927
1587,199.56,272.54,224.59,228.068613307618,201.78,21.0133326577994
885,202.71,265.65,226.05,229.998555040556,225.09,18.7119481764366
639,190.56,255.26,210.99,217.116036844762,210.35,20.0562265908891
1356,197.46,267.46,230.445,226.977123204479,205.63,20.4451370590849
1117,192.28,248.66,207.86,213.604559816454,206.02,15.697634504346
1586,199.95,271.45,220.385,224.451335650739,202.71,20.9085817167884
386,192.68,260.65,220.63,223.828676546392,214.29,16.8743415438877
884,202.32,265.89,224.09,227.859883491497,207.71,17.9629090885715
638,192.87,262.03,206.38,215.170046259115,193.74,19.5205655057498
1355,197.21,259.96,224.16,225.678421086447,209.69,17.2358451926732
1585,195.61,270.44,222.04,229.181322494618,206.26,19.3337204206661
1116,193.25,247.82,212.3,214.559536132813,197.03,15.5450770834755
385,193.88,261.95,211.5,220.064763082656,204.84,18.9401144174313
637,192.22,253.91,223.21,218.948978144093,194.5,17.8870046432503
883,197.16,267.13,220.24,224.811580156719,206.26,19.0089729173495
1354,196.35,267.78,238.08,234.046355809695,258.92,22.0546903071997
1584,193.33,271.18,220.94,227.525980642949,216.49,20.5052322207881
