SOL,MINIMUM,MAXIMUM,MEDIAN,MEAN,MODE,STD
1362,687.56,784.53,755.97,745.397104208053,764.84,28.2873665940503
646,707.59,773.78,743.24,746.090472176375,764.99,22.096351024296
1592,807.88,899.49,858.325,858.908013747125,884.5,27.5681834209667
1122,861.59,932.91,900.16,899.561688096752,861.85,20.9982073113866
890,839.02,933.46,888.28,887.579610318647,916.5,26.9074643505
391,828.95,909.99,867.18,863.786519326383,894.05,25.9722986017062
1361,686.24,783.58,757.09,744.215539651465,766.12,26.2489223009685
645,707.93,774.2,749.82,747.309689956016,764.71,19.3778315604248
1591,797.99,892.25,858.28,844.372860742184,880.57,31.8471030456526
1121,861.13,931.16,920.34,906.090852524993,920.36,22.5689945539778
889,840.99,935.47,903.67,895.107700681476,927.33,27.0254866374547
390,828.49,909.9,865.7,862.218000514751,828.7,25.7130814349977
1
1360,689.72,787.34,743.625,745.232722979308,758.47,27.5885237344123
1590,804.6,906.35,864.24,855.177682089472,804.86,35.5036570940267
888,839.81,936.09,905.88,896.264724759142,840.4,30.723623490111
643,710.59,777.74,744.86,745.476796196097,710.86,20.259277688333
1120,861.17,932.97,916.67,905.905295209803,921.3,21.9987850372496
389,829.41,910.02,863.23,862.300546182132,829.64,27.6502297046391
1359,690.09,787.94,742.915,743.881008363976,735.28,29.4562465495639
1589,803.95,900.11,847.37,848.146138006361,804.28,35.7581110088405
642,712.11,776.97,748.62,747.573124790739,766.04,21.2435509527493
887,842.63,933.63,902.77,893.923511545604,917.31,29.6461244662247
1119,858.89,931.53,912.28,904.246843665623,920.37,21.9160673903617
1358,688.28,784.5,742.195,738.297450429015,764.66,26.7216979423065
388,829.26,909.55,877.83,876.726102141511,893.61,19.8788352916779
1588,804.42,901.95,848.39,855.871614171664,901.16,30.156206583449
641,713.14,776.26,737.31,744.028864734299,713.44,21.7244041141547
886,842.72,934.04,903.335,899.226683250414,933.68,27.3143220535296
1357,690.14,781.21,735.015,736.61751187115,764.26,27.1157005960205
387,828.5,912.08,874.72,872.120588180024,890.54,22.8449403278466
640,713.77,776.51,744.86,749.774350433318,768.38,19.8711952155276
1118,857.93,931.23,917.41,903.910934515688,918.15,22.2574474262115
1587,808.58,900.87,854.05,858.743236017359,900.62,26.434072104857
885,841.96,935.01,902.14,895.311685689454,917.62,29.6146866866035
639,713.44,779.23,752.99,751.767036916866,770.2,19.5149530584793
1356,691.65,781.67,738.24,737.390300485847,756.72,27.1068997520675
1117,856.6,931.54,903.3,899.941342510652,919.68,20.9249570246713
1586,802.86,902.86,879.86,865.113429564602,884.2,29.6361978865048
386,828.97,909.06,874.325,870.283642783506,889.52,21.309155328404
884,846.49,935.92,915.41,900.318803282284,917.47,25.3233741813568
638,715.19,779.93,756.91,753.537502329018,770.53,18.6826615715861
1355,691.88,785.29,737.03,742.77821645411,755.89,24.4277962414569
1585,811.67,910.42,875.14,865.753811329242,895.57,26.2164284532386
1116,857.05,931.09,899.41,897.536569393381,857.27,20.9235433192094
385,829.14,910,878.08,873.63185518327,893.3,20.9282882720689
637,715.2,781.25,747.55,748.691275679666,715.66,20.184556360863
883,843.67,936.21,909.845,904.818803688211,925.75,28.0363240440717
1354,690.06,785.99,729.09,730.46654277362,755.24,31.0969531417014
1584,806.68,902.35,867.1,859.391111579946,806.91,30.2185950637545
1115,855.4,932.48,907.22,901.858804189618,917.75,23.2108611456182
384,831.41,911.16,875.72,869.454246198405,893.96,22.657918067425

882,846.15,943.84,916.99,906.479008181428,846.44,33.1841976215627
1583,807.43,907.05,870.9,864.497100285456,807.65,30.1399323897791
1353,688.81,781.9,733.89,735.07746252246,765.33,30.756366074631
635,717.75,782.48,741.4,748.501497945058,718.07,22.1192488456139
383,829.94,909.29,876.875,872.830307508854,874.84,19.9214802002899
1114,852.6,932.18,886.9,893.660371760877,917.36,25.8795735525433
881,845.83,936.51,913.1,902.766256936379,927.3,28.8236057953317
1582,811.84,905.71,877.23,864.508055372858,877.67,26.9495039614307
634,718.19,782.17,746.73,753.974554975975,774.94,20.4135953845468
880,845.8,907.18,871.565,870.480203636363,846,13.516707198929
1352,688.33,777.72,733.715,729.193387905604,688.5,29.7598083123588
873,921.39,947.98,933.245,933.831352999016,928.66,6.08140176899456
382,828.1,907.15,889.11,875.670039834238,889.14,20.628900943019
1113,854.17,929.4,886.8,891.090341568432,916.19,23.5743119274288
1581,809.46,905.25,855.64,864.775755374949,888.01,30.797850519723
1351,691.23,777.81,729.08,728.366213626459,764.19,25.0196197879559
872,846.56,945.55,900.29,895.193694625589,930.54,29.2453899206491
632,719.69,785.35,754.39,751.398083668034,774.52,19.4355792514546
1580,818.13,907.65,880.29,872.40851979941,880.33,25.9869410744364
381,827.25,909.31,868.85,865.293802721418,888.98,27.7181159525875

871,848.25,947.12,855.38,871.203020538036,848.47,27.3634394714179
631,720.63,785.61,756.09,756.062382618302,775.59,20.1224794405036
1350,690.98,779.78,737.49,740.736779985496,733.25,22.5107869008831
870,850.58,948.04,905.35,901.594737410242,851.16,38.1307950319232
1579,812.99,899.55,876.72,869.107765923818,879.47,24.6159742341925
380,826.25,907.84,887.12,874.564790388386,888.03,22.0936849662955
1111,854.34,927.8,895.825,889.465174281427,854.66,23.7718693518345
630,721.82,786.83,746.68,751.327694174759,721.99,23.1467464202288
1349,690.34,776.64,724.76,730.346522305911,690.5,27.6646290452549
869,848.73,949.64,892.27,892.775186678468,949.34,35.2429646976098
1578,817.13,909.04,874.79,871.421502603678,817.5,28.6475849785002
379,826.21,908.11,879.84,872.17607469439,890.08,22.3767476598638
1110,852.73,928.02,892.935,887.758471821194,853.03,23.8464533484639
629,722.54,789.17,776.78,761.590343888,778.17,20.8262872923528
1348,688.51,775.76,734.72,736.146921198881,753.01,22.2991181230856
